icao,hour,day,on_ground_min,on_ground_max,ground,flying
3964E2,18,5,0.0,0.0,1.0,0.0
4CA707,18,5,0.0,0.0,1.0,0.0
4CA935,18,5,0.0,0.0,1.0,0.0
347312,18,5,0.0,0.0,1.0,0.0
48C2A2,18,5,0.0,0.0,1.0,0.0
02012C,18,5,0.0,0.0,1.0,0.0
3415CE,19,5,0.0,0.0,1.0,0.0
012345,9,4,0.0,0.0,1.0,0.0
3965A4,9,4,0.0,0.0,1.0,0.0
34644E,9,4,0.0,0.0,1.0,0.0
406135,9,4,0.0,0.0,1.0,0.0
AD6EC5,9,4,0.0,0.0,1.0,0.0
44D1B3,9,4,0.0,0.0,1.0,0.0
3C66B5,9,4,0.0,0.0,1.0,0.0
406B83,10,4,0.0,0.0,1.0,0.0
502D0D,10,4,0.0,0.0,1.0,0.0
494142,10,4,0.0,0.0,1.0,0.0
0A0048,10,4,0.0,0.0,1.0,0.0
4402E8,10,4,0.0,0.0,1.0,0.0
34604C,11,4,0.0,1.0,1.0,1.0
4D2301,11,4,0.0,0.0,1.0,0.0
407CB1,11,4,0.0,0.0,1.0,0.0
495211,11,4,0.0,0.0,1.0,0.0
440CCC,11,4,0.0,0.0,1.0,0.0
4CAE67,12,4,0.0,0.0,1.0,0.0
40804D,12,4,0.0,0.0,1.0,0.0
34764A,12,4,0.0,0.0,1.0,0.0
34768B,12,4,0.0,0.0,1.0,0.0
44CCD0,12,4,0.0,0.0,1.0,0.0
342397,12,4,0.0,0.0,1.0,0.0
408178,12,4,0.0,0.0,1.0,0.0
3C66B1,12,4,0.0,0.0,1.0,0.0
06A2B1,12,4,0.0,0.0,1.0,0.0
4854C7,12,4,0.0,0.0,1.0,0.0
AAA6E4,12,4,0.0,0.0,1.0,0.0
A63979,12,4,0.0,0.0,1.0,0.0
4CADB7,12,4,0.0,0.0,1.0,0.0
3424D5,12,4,0.0,0.0,1.0,0.0
4D222B,12,4,0.0,0.0,1.0,0.0
748063,14,3,0.0,0.0,1.0,0.0
34761A,14,3,0.0,0.0,1.0,0.0
3C10AA,14,3,0.0,0.0,1.0,0.0
4B1A27,14,3,0.0,0.0,1.0,0.0
347287,14,3,0.0,0.0,1.0,0.0
3453CC,14,3,0.0,0.0,1.0,0.0
346080,14,3,0.0,0.0,1.0,0.0
342091,15,3,0.0,0.0,1.0,0.0
34630D,15,3,0.0,0.0,1.0,0.0
44B430,15,3,0.0,0.0,1.0,0.0
3C0ACA,15,3,0.0,0.0,1.0,0.0
4892C2,15,3,0.0,0.0,1.0,0.0
4ACA4A,15,3,0.0,0.0,1.0,0.0
3420CA,15,3,0.0,0.0,1.0,0.0
507F82,15,3,0.0,0.0,1.0,0.0
346385,15,3,0.0,1.0,1.0,1.0
4009F9,15,3,0.0,0.0,1.0,0.0
407F0D,15,3,0.0,0.0,1.0,0.0
4925B0,16,3,0.0,0.0,1.0,0.0
4D201D,16,3,0.0,0.0,1.0,0.0
345353,16,3,0.0,1.0,1.0,1.0
346155,16,3,0.0,0.0,1.0,0.0
3472C9,16,3,0.0,0.0,1.0,0.0
3C6650,16,3,0.0,0.0,1.0,0.0
396440,16,3,0.0,0.0,1.0,0.0
0A004A,16,3,0.0,0.0,1.0,0.0
495298,16,3,0.0,0.0,1.0,0.0
440088,16,3,0.0,0.0,1.0,0.0
02012C,16,3,0.0,0.0,1.0,0.0
44CDCA,17,3,0.0,0.0,1.0,0.0
406B59,17,3,0.0,0.0,1.0,0.0
347219,17,3,0.0,0.0,1.0,0.0
342091,17,3,0.0,0.0,1.0,0.0
71C085,17,3,0.0,0.0,1.0,0.0
4CA8D7,17,3,0.0,0.0,1.0,0.0
AAA32D,8,2,0.0,1.0,1.0,1.0
3472C9,8,2,0.0,0.0,1.0,0.0
06A0B8,9,2,0.0,0.0,1.0,0.0
34250A,9,2,0.0,0.0,1.0,0.0
4952CB,9,2,0.0,0.0,1.0,0.0
4CA9CC,9,2,0.0,0.0,1.0,0.0
738065,9,2,0.0,0.0,1.0,0.0
4073A1,9,2,0.0,0.0,1.0,0.0
3475D5,9,2,0.0,0.0,1.0,0.0
347648,10,2,0.0,0.0,1.0,0.0
440C6F,10,2,0.0,0.0,1.0,0.0
3480D1,10,2,0.0,0.0,1.0,0.0
502D24,10,2,0.0,0.0,1.0,0.0
A52736,10,2,0.0,0.0,1.0,0.0
3474CD,10,2,0.0,0.0,1.0,0.0
4892C0,10,2,0.0,0.0,1.0,0.0
4400C8,11,2,0.0,0.0,1.0,0.0
3C66BA,11,2,0.0,0.0,1.0,0.0
34530D,11,2,0.0,0.0,1.0,0.0
347312,11,2,0.0,0.0,1.0,0.0
39CEAF,11,2,0.0,0.0,1.0,0.0
343650,11,2,0.0,0.0,1.0,0.0
4063D8,11,2,0.0,0.0,1.0,0.0
471F37,19,2,0.0,0.0,1.0,0.0
40097F,19,2,0.0,0.0,1.0,0.0
461F9D,19,2,0.0,0.0,1.0,0.0
342353,20,2,1.0,1.0,0.0,1.0
4B0281,20,2,0.0,0.0,1.0,0.0
347309,20,2,0.0,0.0,1.0,0.0
440179,20,2,0.0,0.0,1.0,0.0
40631A,20,2,0.0,0.0,1.0,0.0
440B1E,20,2,0.0,0.0,1.0,0.0
3C542F,20,2,0.0,0.0,1.0,0.0
4CAE6E,20,2,0.0,0.0,1.0,0.0
440248,20,2,0.0,0.0,1.0,0.0
4892C7,21,2,0.0,0.0,1.0,0.0
495219,21,2,0.0,0.0,1.0,0.0
345692,21,2,0.0,0.0,1.0,0.0
4CADE2,21,2,0.0,0.0,1.0,0.0
34250A,21,2,0.0,0.0,1.0,0.0
738061,21,2,0.0,0.0,1.0,0.0
4866ED,21,2,0.0,0.0,1.0,0.0
495150,21,2,0.0,0.0,1.0,0.0
4BAA6F,21,2,0.0,0.0,1.0,0.0
4CA80E,21,2,0.0,0.0,1.0,0.0
E80473,22,2,0.0,0.0,1.0,0.0
4CA853,22,2,0.0,0.0,1.0,0.0
344545,22,2,0.0,0.0,1.0,0.0
3415CE,22,2,1.0,1.0,0.0,1.0
AD6EC5,22,2,0.0,0.0,1.0,0.0
738061,23,2,0.0,0.0,1.0,0.0
346057,23,2,0.0,0.0,1.0,0.0
39644C,2,3,0.0,0.0,1.0,0.0
346181,2,3,0.0,0.0,1.0,0.0
781E95,2,3,0.0,0.0,1.0,0.0
346384,3,3,0.0,0.0,1.0,0.0
40762C,3,3,0.0,0.0,1.0,0.0
AAA32D,5,3,0.0,0.0,1.0,0.0
347518,5,3,1.0,1.0,0.0,1.0
4CA97B,11,1,0.0,0.0,1.0,0.0
39D308,12,1,0.0,0.0,1.0,0.0
34534B,12,1,0.0,0.0,1.0,0.0
346390,12,1,0.0,0.0,1.0,0.0
4CA766,12,1,0.0,0.0,1.0,0.0
346083,12,1,0.0,0.0,1.0,0.0
394C12,12,1,0.0,0.0,1.0,0.0
511188,12,1,0.0,0.0,1.0,0.0
0200EC,12,1,0.0,0.0,1.0,0.0
34150E,12,1,0.0,0.0,1.0,0.0
342105,12,1,0.0,0.0,1.0,0.0
4D251A,12,1,0.0,0.0,1.0,0.0
48B9C9,12,1,0.0,0.0,1.0,0.0
44A831,12,1,0.0,0.0,1.0,0.0
4952CC,12,1,0.0,0.0,1.0,0.0
4952CB,12,1,0.0,0.0,1.0,0.0
4CA76A,12,1,0.0,0.0,1.0,0.0
34754C,13,1,0.0,0.0,1.0,0.0
4B1699,13,1,0.0,0.0,1.0,0.0
4CADFD,13,1,0.0,0.0,1.0,0.0
4951D9,13,1,0.0,0.0,1.0,0.0
344648,13,1,0.0,0.0,1.0,0.0
4CAC24,13,1,0.0,0.0,1.0,0.0
4401E9,13,1,0.0,0.0,1.0,0.0
49514B,13,1,0.0,0.0,1.0,0.0
4CA4F2,13,1,0.0,0.0,1.0,0.0
344691,13,1,0.0,0.0,1.0,0.0
4CADF4,13,1,0.0,0.0,1.0,0.0
495145,13,1,0.0,0.0,1.0,0.0
02019B,14,1,0.0,0.0,1.0,0.0
345681,14,1,0.0,0.0,1.0,0.0
3C1BAD,14,1,0.0,0.0,1.0,0.0
40756B,14,1,0.0,0.0,1.0,0.0
4B1902,14,1,0.0,0.0,1.0,0.0
50012B,14,1,0.0,0.0,1.0,0.0
346290,15,1,0.0,0.0,1.0,0.0
502CD5,11,7,0.0,0.0,1.0,0.0
4B027E,11,7,0.0,0.0,1.0,0.0
A1CC30,11,7,0.0,0.0,1.0,0.0
4CAE4B,11,7,0.0,0.0,1.0,0.0
3423C4,12,7,0.0,0.0,1.0,0.0
342353,12,7,1.0,1.0,0.0,1.0
345688,12,7,0.0,0.0,1.0,0.0
4CAE96,12,7,0.0,0.0,1.0,0.0
3E31D8,12,7,0.0,0.0,1.0,0.0
4CAC86,12,7,0.0,0.0,1.0,0.0
346548,12,7,0.0,0.0,1.0,0.0
471F35,12,7,0.0,0.0,1.0,0.0
4D00C3,12,7,0.0,0.0,1.0,0.0
345695,13,7,0.0,0.0,1.0,0.0
34134E,13,7,0.0,0.0,1.0,0.0
4B161A,13,7,0.0,0.0,1.0,0.0
02007D,13,7,0.0,0.0,1.0,0.0
AC2567,13,7,0.0,0.0,1.0,0.0
4CA80E,13,7,0.0,0.0,1.0,0.0
495149,13,7,0.0,0.0,1.0,0.0
4CAC53,13,7,0.0,0.0,1.0,0.0
02005A,14,7,0.0,0.0,1.0,0.0
3C79B8,14,7,0.0,0.0,1.0,0.0
346390,14,7,0.0,0.0,1.0,0.0
3C648F,14,7,0.0,0.0,1.0,0.0
3C6496,14,7,0.0,0.0,1.0,0.0
4D24FB,14,7,0.0,0.0,1.0,0.0
3C54A1,14,7,0.0,0.0,1.0,0.0
440D6F,13,6,0.0,0.0,1.0,0.0
3475C1,13,6,0.0,0.0,1.0,0.0
4B161E,13,6,0.0,0.0,1.0,0.0
3423C4,13,6,0.0,0.0,1.0,0.0
3CD568,14,6,0.0,0.0,1.0,0.0
4891B0,14,6,0.0,0.0,1.0,0.0
347187,14,6,0.0,0.0,1.0,0.0
347306,14,6,0.0,0.0,1.0,0.0
34750F,14,6,0.0,0.0,1.0,0.0
347501,14,6,0.0,0.0,1.0,0.0
343385,15,6,0.0,0.0,1.0,0.0
4B15EE,15,6,0.0,0.0,1.0,0.0
4D245C,15,6,0.0,0.0,1.0,0.0
3964F3,15,6,0.0,0.0,1.0,0.0
3415CE,15,6,0.0,0.0,1.0,0.0
3C7982,15,6,0.0,0.0,1.0,0.0
345685,15,6,0.0,0.0,1.0,0.0
4CA226,15,6,0.0,0.0,1.0,0.0
502CD0,16,6,0.0,0.0,1.0,0.0
39D308,16,6,0.0,0.0,1.0,0.0
44CE4F,16,6,0.0,0.0,1.0,0.0
495215,16,6,0.0,0.0,1.0,0.0
3420CC,16,6,0.0,0.0,1.0,0.0
344409,16,6,0.0,0.0,1.0,0.0
03E015,16,6,0.0,0.0,1.0,0.0
4CA805,17,6,0.0,0.0,1.0,0.0
3CC0D3,17,6,0.0,0.0,1.0,0.0
48CB15,17,6,0.0,0.0,1.0,0.0
3E52F8,17,6,0.0,0.0,1.0,0.0
4CAE48,17,6,0.0,0.0,1.0,0.0
4D00EE,17,6,0.0,0.0,1.0,0.0
71C083,18,6,0.0,0.0,1.0,0.0
4CA854,18,6,0.0,0.0,1.0,0.0
406B90,18,6,0.0,0.0,1.0,0.0
3C7428,19,6,0.0,0.0,1.0,0.0
493294,19,6,0.0,0.0,1.0,0.0
341682,19,6,0.0,0.0,1.0,0.0
3451DA,19,6,0.0,0.0,1.0,0.0
34750A,19,6,0.0,0.0,1.0,0.0
3424D5,19,6,0.0,0.0,1.0,0.0
4D2346,19,6,0.0,0.0,1.0,0.0
02013A,19,6,0.0,0.0,1.0,0.0
3C56ED,19,6,0.0,0.0,1.0,0.0
4CAC24,19,6,0.0,0.0,1.0,0.0
347311,19,6,0.0,0.0,1.0,0.0
346083,19,6,0.0,0.0,1.0,0.0
4CA56A,19,6,0.0,0.0,1.0,0.0
4CA765,20,6,0.0,0.0,1.0,0.0
4B161E,20,6,0.0,0.0,1.0,0.0
4010DD,20,6,0.0,0.0,1.0,0.0
345388,20,6,0.0,0.0,1.0,0.0
347287,20,6,0.0,0.0,1.0,0.0
407E82,20,6,0.0,0.0,1.0,0.0
495215,20,6,0.0,0.0,1.0,0.0
4B1A02,11,5,0.0,0.0,1.0,0.0
45D970,12,5,0.0,0.0,1.0,0.0
4CA9E7,12,5,0.0,0.0,1.0,0.0
34440A,12,5,0.0,0.0,1.0,0.0
344115,12,5,1.0,1.0,0.0,1.0
4070E4,12,5,0.0,0.0,1.0,0.0
44CDCA,12,5,0.0,0.0,1.0,0.0
346147,12,5,0.0,0.0,1.0,0.0
4BB285,12,5,0.0,0.0,1.0,0.0
02007D,12,5,0.0,0.0,1.0,0.0
344195,12,5,0.0,0.0,1.0,0.0
345643,12,5,0.0,0.0,1.0,0.0
3452C6,12,5,0.0,0.0,1.0,0.0
3991E8,12,5,0.0,0.0,1.0,0.0
343159,12,5,0.0,0.0,1.0,0.0
4AC99A,13,5,0.0,0.0,1.0,0.0
3991E7,13,5,0.0,0.0,1.0,0.0
4CA802,13,5,0.0,0.0,1.0,0.0
34628D,13,5,0.0,1.0,1.0,1.0
4CA24E,13,5,0.0,0.0,1.0,0.0
342353,13,5,1.0,1.0,0.0,1.0
4400DC,13,5,0.0,0.0,1.0,0.0
34330A,13,5,0.0,0.0,1.0,0.0
8960EC,13,5,0.0,0.0,1.0,0.0
4CA815,13,5,0.0,0.0,1.0,0.0
3C0CA6,14,5,0.0,0.0,1.0,0.0
440CBF,14,5,0.0,0.0,1.0,0.0
34819A,14,5,0.0,0.0,1.0,0.0
344487,14,5,0.0,0.0,1.0,0.0
346082,14,5,0.0,0.0,1.0,0.0
3C6424,14,5,0.0,0.0,1.0,0.0
3C6470,14,5,0.0,0.0,1.0,0.0
4BB285,14,5,0.0,0.0,1.0,0.0
04018F,4,6,0.0,0.0,1.0,0.0
345318,4,6,0.0,0.0,1.0,0.0
344502,5,6,0.0,0.0,1.0,0.0
040172,6,6,0.0,0.0,1.0,0.0
344099,6,6,0.0,0.0,1.0,0.0
347454,6,6,0.0,0.0,1.0,0.0
34620B,6,6,0.0,0.0,1.0,0.0
344156,6,6,0.0,0.0,1.0,0.0
44D1C3,6,6,0.0,0.0,1.0,0.0
347306,6,6,0.0,0.0,1.0,0.0
440D6F,6,6,0.0,0.0,1.0,0.0
344417,7,6,0.0,0.0,1.0,0.0
346082,7,6,0.0,0.0,1.0,0.0
347288,7,6,0.0,0.0,1.0,0.0
4400C8,7,6,0.0,0.0,1.0,0.0
3949F4,7,6,0.0,0.0,1.0,0.0
495210,7,6,0.0,0.0,1.0,0.0
4CA4F0,7,6,0.0,0.0,1.0,0.0
AA7F5E,7,6,0.0,0.0,1.0,0.0
AAC33E,7,6,0.0,0.0,1.0,0.0
495037,8,6,0.0,0.0,1.0,0.0
347297,8,6,0.0,0.0,1.0,0.0
34754C,8,6,0.0,0.0,1.0,0.0
4CA4F0,8,6,0.0,0.0,1.0,0.0
407797,8,6,0.0,0.0,1.0,0.0
4952CC,8,6,0.0,0.0,1.0,0.0
4CAE00,8,6,0.0,0.0,1.0,0.0
3965AA,8,6,0.0,0.0,1.0,0.0
34530E,8,6,0.0,0.0,1.0,0.0
34751A,8,6,0.0,0.0,1.0,0.0
3480D1,8,6,0.0,0.0,1.0,0.0
4D228B,8,6,0.0,0.0,1.0,0.0
345109,9,6,0.0,0.0,1.0,0.0
407A05,9,6,0.0,0.0,1.0,0.0
4CAE5A,9,6,0.0,0.0,1.0,0.0
342104,16,4,0.0,0.0,1.0,0.0
4D2215,16,4,0.0,0.0,1.0,0.0
020044,17,4,0.0,0.0,1.0,0.0
344648,17,4,0.0,0.0,1.0,0.0
4CAE6C,17,4,0.0,0.0,1.0,0.0
34440B,17,4,0.0,0.0,1.0,0.0
406C72,17,4,0.0,0.0,1.0,0.0
394C13,17,4,0.0,0.0,1.0,0.0
34568A,17,4,0.0,0.0,1.0,0.0
406E69,17,4,0.0,0.0,1.0,0.0
34224E,17,4,0.0,0.0,1.0,0.0
471FA1,17,4,0.0,0.0,1.0,0.0
440080,17,4,0.0,0.0,1.0,0.0
343694,17,4,0.0,0.0,1.0,0.0
3475C7,18,4,0.0,0.0,1.0,0.0
440080,18,4,0.0,0.0,1.0,0.0
4866E0,18,4,0.0,0.0,1.0,0.0
4CAFC2,18,4,0.0,0.0,1.0,0.0
02A260,18,4,0.0,0.0,1.0,0.0
39D30A,18,4,0.0,0.0,1.0,0.0
3451DA,18,4,0.0,0.0,1.0,0.0
39D30A,19,4,0.0,0.0,1.0,0.0
4B027E,19,4,0.0,0.0,1.0,0.0
406670,19,4,0.0,0.0,1.0,0.0
4010DD,19,4,0.0,0.0,1.0,0.0
34224E,19,4,0.0,0.0,1.0,0.0
4D245B,19,4,0.0,0.0,1.0,0.0
440107,20,4,0.0,0.0,1.0,0.0
4CA961,20,4,0.0,0.0,1.0,0.0
4CA8D6,20,4,0.0,0.0,1.0,0.0
4CA703,20,4,0.0,0.0,1.0,0.0
347643,3,4,0.0,0.0,1.0,0.0
344345,4,4,0.0,0.0,1.0,0.0
000000,4,4,1.0,1.0,0.0,1.0
34448D,6,4,0.0,0.0,1.0,0.0
4CAC88,6,4,0.0,0.0,1.0,0.0
AB9387,6,4,0.0,0.0,1.0,0.0
344416,6,4,0.0,0.0,1.0,0.0
347692,6,4,0.0,1.0,1.0,1.0
3472CC,6,4,0.0,0.0,1.0,0.0
3472C9,6,4,1.0,1.0,0.0,1.0
4D2301,6,4,0.0,0.0,1.0,0.0
344307,7,4,0.0,0.0,1.0,0.0
4D00F3,7,4,0.0,0.0,1.0,0.0
4D241F,7,4,0.0,0.0,1.0,0.0
342107,7,4,0.0,0.0,1.0,0.0
345597,7,4,0.0,0.0,1.0,0.0
4B1A66,7,4,0.0,0.0,1.0,0.0
4D00C3,7,4,0.0,0.0,1.0,0.0
020118,7,4,0.0,0.0,1.0,0.0
3420CA,7,4,0.0,0.0,1.0,0.0
440018,7,4,0.0,0.0,1.0,0.0
4CAFC3,7,4,0.0,0.0,1.0,0.0
48C12F,7,4,0.0,0.0,1.0,0.0
AAB812,7,4,0.0,0.0,1.0,0.0
4CAC64,7,4,0.0,0.0,1.0,0.0
3C6659,7,4,0.0,0.0,1.0,0.0
4D2536,7,4,0.0,0.0,1.0,0.0
48520D,8,4,0.0,0.0,1.0,0.0
4866EE,8,4,0.0,0.0,1.0,0.0
347307,8,4,0.0,0.0,1.0,0.0
346419,8,4,0.0,0.0,1.0,0.0
3475C9,8,4,0.0,0.0,1.0,0.0
3C0CAA,8,4,0.0,0.0,1.0,0.0
495299,8,4,0.0,0.0,1.0,0.0
40756A,8,4,0.0,0.0,1.0,0.0
4CAE8D,8,4,0.0,0.0,1.0,0.0
406018,8,4,0.0,0.0,1.0,0.0
896409,9,4,0.0,0.0,1.0,0.0
3423C4,16,2,0.0,0.0,1.0,0.0
4D2240,16,2,0.0,0.0,1.0,0.0
AAC6F5,16,2,0.0,0.0,1.0,0.0
495210,16,2,0.0,0.0,1.0,0.0
39E4AC,16,2,0.0,0.0,1.0,0.0
3450D8,16,2,0.0,1.0,1.0,1.0
407FAF,16,2,0.0,0.0,1.0,0.0
3C64AF,16,2,0.0,0.0,1.0,0.0
40615B,16,2,0.0,0.0,1.0,0.0
4CADF0,17,2,0.0,0.0,1.0,0.0
440198,17,2,0.0,0.0,1.0,0.0
4AC9C4,17,2,0.0,0.0,1.0,0.0
4CAFCF,17,2,0.0,0.0,1.0,0.0
345204,17,2,0.0,0.0,1.0,0.0
896534,17,2,0.0,0.0,1.0,0.0
440B1E,17,2,0.0,0.0,1.0,0.0
440C33,17,2,0.0,0.0,1.0,0.0
A4799B,18,2,0.0,0.0,1.0,0.0
440D42,18,2,0.0,0.0,1.0,0.0
344213,18,2,0.0,0.0,1.0,0.0
4AC9C6,18,2,0.0,0.0,1.0,0.0
4B0281,18,2,0.0,0.0,1.0,0.0
342396,18,2,0.0,0.0,1.0,0.0
344691,18,2,0.0,0.0,1.0,0.0
49D3D3,18,2,0.0,0.0,1.0,0.0
400AFC,18,2,0.0,0.0,1.0,0.0
78100B,18,2,0.0,0.0,1.0,0.0
34645A,18,2,0.0,0.0,1.0,0.0
347311,18,2,0.0,0.0,1.0,0.0
4ACA0A,18,2,0.0,0.0,1.0,0.0
346419,18,2,1.0,1.0,0.0,1.0
3C496A,19,2,0.0,0.0,1.0,0.0
4ACA0A,19,2,0.0,0.0,1.0,0.0
4D22B1,19,2,0.0,0.0,1.0,0.0
39DE46,19,2,0.0,0.0,1.0,0.0
4D00EE,19,2,0.0,0.0,1.0,0.0
34604D,19,2,0.0,0.0,1.0,0.0
347647,10,3,0.0,0.0,1.0,0.0
44D2AB,10,3,0.0,0.0,1.0,0.0
3006BA,10,3,0.0,0.0,1.0,0.0
4D224C,10,3,0.0,0.0,1.0,0.0
3453C5,11,3,0.0,1.0,1.0,1.0
34250A,11,3,0.0,0.0,1.0,0.0
406442,11,3,0.0,0.0,1.0,0.0
406AE3,11,3,0.0,0.0,1.0,0.0
346083,11,3,0.0,0.0,1.0,0.0
406AC3,11,3,0.0,0.0,1.0,0.0
346082,11,3,0.0,0.0,1.0,0.0
4CA814,11,3,0.0,0.0,1.0,0.0
39BDA9,11,3,0.0,0.0,1.0,0.0
503D73,11,3,0.0,0.0,1.0,0.0
3C66B6,11,3,0.0,0.0,1.0,0.0
3474C8,12,3,0.0,0.0,1.0,0.0
347481,12,3,0.0,0.0,1.0,0.0
49D387,12,3,0.0,0.0,1.0,0.0
3480C3,12,3,0.0,0.0,1.0,0.0
343147,12,3,1.0,1.0,0.0,1.0
344498,12,3,0.0,0.0,1.0,0.0
02012C,12,3,0.0,0.0,1.0,0.0
4CA4EA,12,3,0.0,0.0,1.0,0.0
34660E,12,3,0.0,0.0,1.0,0.0
34604E,13,3,1.0,1.0,0.0,1.0
345695,13,3,0.0,0.0,1.0,0.0
4853D2,13,3,0.0,0.0,1.0,0.0
495151,13,3,0.0,0.0,1.0,0.0
3C6466,13,3,0.0,0.0,1.0,0.0
44001B,13,3,0.0,0.0,1.0,0.0
407EB2,13,3,0.0,0.0,1.0,0.0
4951D4,13,3,0.0,0.0,1.0,0.0
39C958,14,3,0.0,0.0,1.0,0.0
44014A,6,3,0.0,0.0,1.0,0.0
02010D,6,3,0.0,0.0,1.0,0.0
3C6485,6,3,0.0,0.0,1.0,0.0
47BFB3,6,3,0.0,0.0,1.0,0.0
3451D9,6,3,0.0,0.0,1.0,0.0
346090,6,3,0.0,0.0,1.0,0.0
4D2288,7,3,0.0,0.0,1.0,0.0
4400B2,7,3,0.0,0.0,1.0,0.0
346084,7,3,0.0,0.0,1.0,0.0
49D418,7,3,0.0,0.0,1.0,0.0
4D2272,7,3,0.0,0.0,1.0,0.0
4CA8D7,7,3,0.0,0.0,1.0,0.0
344697,7,3,0.0,0.0,1.0,0.0
34448D,7,3,0.0,0.0,1.0,0.0
39E4AC,7,3,0.0,0.0,1.0,0.0
4952CA,8,3,0.0,0.0,1.0,0.0
4952C7,8,3,0.0,0.0,1.0,0.0
347307,8,3,0.0,0.0,1.0,0.0
4B1A23,8,3,0.0,0.0,1.0,0.0
34718E,8,3,0.0,0.0,1.0,0.0
4BA934,8,3,0.0,0.0,1.0,0.0
406442,8,3,0.0,0.0,1.0,0.0
34728A,8,3,0.0,0.0,1.0,0.0
344344,8,3,0.0,0.0,1.0,0.0
3C66E3,9,3,0.0,0.0,1.0,0.0
346609,9,3,0.0,0.0,1.0,0.0
3CDD21,9,3,0.0,0.0,1.0,0.0
3965AA,9,3,0.0,0.0,1.0,0.0
495151,9,3,0.0,0.0,1.0,0.0
346147,9,3,0.0,0.0,1.0,0.0
34330A,9,3,0.0,0.0,1.0,0.0
3C0CA3,9,3,0.0,0.0,1.0,0.0
3C0ACA,9,3,0.0,0.0,1.0,0.0
345695,9,3,0.0,0.0,1.0,0.0
AB9387,9,3,0.0,0.0,1.0,0.0
3420CC,9,3,0.0,0.0,1.0,0.0
342189,9,3,0.0,0.0,1.0,0.0
345615,10,3,0.0,0.0,1.0,0.0
407E4C,10,3,0.0,0.0,1.0,0.0
AAF828,10,3,0.0,0.0,1.0,0.0
347481,10,3,0.0,0.0,1.0,0.0
407D4C,10,3,0.0,0.0,1.0,0.0
020111,18,1,0.0,0.0,1.0,0.0
440237,18,1,0.0,0.0,1.0,0.0
3461CB,18,1,0.0,0.0,1.0,0.0
346303,19,1,0.0,0.0,1.0,0.0
0200EB,19,1,0.0,0.0,1.0,0.0
02010D,19,1,0.0,0.0,1.0,0.0
485A84,19,1,0.0,0.0,1.0,0.0
343650,19,1,0.0,0.0,1.0,0.0
3C49B6,19,1,0.0,0.0,1.0,0.0
3432D3,19,1,0.0,0.0,1.0,0.0
4CAE00,20,1,0.0,0.0,1.0,0.0
4D2257,20,1,0.0,0.0,1.0,0.0
346384,20,1,0.0,0.0,1.0,0.0
346147,20,1,0.0,0.0,1.0,0.0
AA5428,4,2,0.0,0.0,1.0,0.0
347247,5,2,0.0,0.0,1.0,0.0
4CA814,6,2,0.0,0.0,1.0,0.0
4CAE59,6,2,0.0,0.0,1.0,0.0
3991E5,6,2,0.0,0.0,1.0,0.0
347692,6,2,0.0,1.0,1.0,1.0
3475D9,6,2,0.0,0.0,1.0,0.0
34324E,7,2,0.0,0.0,1.0,0.0
343650,7,2,0.0,0.0,1.0,0.0
345646,7,2,0.0,0.0,1.0,0.0
AA44AC,7,2,0.0,0.0,1.0,0.0
485009,7,2,0.0,0.0,1.0,0.0
4CA97B,7,2,0.0,0.0,1.0,0.0
4CAFB3,7,2,0.0,0.0,1.0,0.0
39A56F,7,2,0.0,0.0,1.0,0.0
4072C7,7,2,0.0,0.0,1.0,0.0
392AEB,7,2,0.0,0.0,1.0,0.0
4CA8D7,7,2,0.0,0.0,1.0,0.0
4CAE00,8,2,0.0,0.0,1.0,0.0
4D2288,8,2,0.0,0.0,1.0,0.0
4400DC,8,2,0.0,0.0,1.0,0.0
345215,8,2,0.0,0.0,1.0,0.0
34660B,8,2,0.0,0.0,1.0,0.0
4B1617,18,7,0.0,0.0,1.0,0.0
405F13,18,7,0.0,0.0,1.0,0.0
3C6427,18,7,0.0,0.0,1.0,0.0
495219,18,7,0.0,0.0,1.0,0.0
3C5EEC,18,7,0.0,0.0,1.0,0.0
3C496E,18,7,0.0,0.0,1.0,0.0
345597,18,7,0.0,0.0,1.0,0.0
47A1EF,19,7,0.0,0.0,1.0,0.0
4892C6,19,7,0.0,0.0,1.0,0.0
3451D3,19,7,0.0,0.0,1.0,0.0
3C49B6,19,7,0.0,0.0,1.0,0.0
3424D2,19,7,0.0,0.0,1.0,0.0
4D2248,20,7,0.0,0.0,1.0,0.0
44CE72,20,7,0.0,0.0,1.0,0.0
471FA2,20,7,0.0,0.0,1.0,0.0
4951D6,20,7,0.0,0.0,1.0,0.0
345698,20,7,0.0,0.0,1.0,0.0
346644,21,7,0.0,0.0,1.0,0.0
4952CD,21,7,0.0,0.0,1.0,0.0
344115,21,7,1.0,1.0,0.0,1.0
34150E,21,7,0.0,0.0,1.0,0.0
346047,21,7,0.0,0.0,1.0,0.0
3472CC,21,7,0.0,0.0,1.0,0.0
ABD336,23,7,0.0,0.0,1.0,0.0
020177,23,7,0.0,0.0,1.0,0.0
0101DB,23,7,0.0,0.0,1.0,0.0
344115,8,1,1.0,1.0,0.0,1.0
3423C3,8,1,0.0,0.0,1.0,0.0
4D2405,8,1,0.0,0.0,1.0,0.0
346499,8,1,0.0,0.0,1.0,0.0
4951D4,8,1,0.0,0.0,1.0,0.0
3C0AC5,8,1,0.0,0.0,1.0,0.0
